Item_ID;UNIT;Block;Block_Seq;Grade;Subject;Cycle;Secured_Status;Scaling_Status;Content_Domain;Topic_Area;Topic;Performance_Objective;Cognitive_Domain;Item_Type;Options;Key;Maximum_Points;Label;a;b;c;Biology_Knowing;Biology_Applying;Biology_Reasoning;Chemistry_Knowing;Chemistry_Applying;Chemistry_Reasoning;Physics_Knowing;Physics_Applying;Physics_Reasoning;Earth_Knowing;Earth_Applying;Earth_Reasoning
S062118;;S02;3;8;S;6;Restricted_Use;Yes;Biology;Diversity_Adaptation_and_Natural_Selection;1;B;Applying;CR;;;1;Mice_living_on_beach_advantage;0.86605;0.04366;0;0;1;0;0;0;0;0;0;0;0;0;0
S062119;;S12;3;8;S;6;Secured;Yes;Biology;Diversity_Adaptation_and_Natural_Selection;2;A;Reasoning;MC;4;C;1;Fossils_in_rock_layers;1.21385;0.22146;0.23176;0;0;1;0;0;0;0;0;0;0;0;0
S062128;;S14;6;8;S;6;Secured;Yes;Physics;Forces_and_Motion;2;D;Applying;CR;;;1;Densities_of_three_liquids;0.88958;-0.00189;0;0;0;0;0;0;0;0;1;0;0;0;0
S062132;;S04;5;8;S;6;Secured;Yes;Physics;Energy_Transformation_and_Transfer;2;B;Applying;MC;4;C;1;Water_and_tea_graphs;0.9179;0.35977;0.28243;0;0;0;0;0;0;0;1;0;0;0;0
S062143;;S04;9;8;S;6;Secured;Yes;Physics;Physical_States_and_Changes_in_Matter;2;A;Applying;CR;;;1;Heating_water_in_test_tube;0.84464;1.71049;0;0;0;0;0;0;0;0;1;0;0;0;0
S062144;;S08;9;8;S;6;Secured;Yes;Physics;Energy_Transformation_and_Transfer;1;B;Applying;MC;4;D;1;Energy_change_in_sliding;0.67739;-0.42119;0.16116;0;0;0;0;0;0;0;1;0;0;0;0
S062149;;S02;10;8;S;6;Restricted_Use;Yes;Physics;Light_and_Sound;1;C;Knowing;CR;;;1;Mirrors_around_a_corner;0.42602;0.86471;0;0;0;0;0;0;0;1;0;0;0;0;0
S062153;;S04;7;8;S;6;Secured;Yes;Physics;Light_and_Sound;1;B;Reasoning;MC;4;C;1;Flashlight_on_blue_ball;1.20326;0.94731;0.29836;0;0;0;0;0;0;0;0;1;0;0;0
S062158;;S10;7;8;S;6;Secured;Yes;Physics;Light_and_Sound;2;A;Applying;MC;4;B;1;Graphs_of_musical_notes;0.78138;0.81871;0.34895;0;0;0;0;0;0;0;1;0;0;0;0
S062159;;S10;8;8;S;6;Secured;Yes;Physics;Forces_and_Motion;1;B;Applying;MC;4;D;1;Box_pulled_by_three_forces;0.97745;0.33617;0.19734;0;0;0;0;0;0;0;1;0;0;0;0
S062162;;S08;10;8;S;6;Secured;Yes;Physics;Forces_and_Motion;2;A;Applying;CR;;;1;Moving_box_onto_truck;0.78409;0.79208;0;0;0;0;0;0;0;0;1;0;0;0;0
S062163;;S04;6;8;S;6;Secured;Yes;Physics;Forces_and_Motion;2;B;Reasoning;CR;;;1;Truck_sank_into_the_mud;1.16108;1.33688;0;0;0;0;0;0;0;0;0;1;0;0;0
S062170;;S02;12;8;S;6;Restricted_Use;Yes;Earth_Science;Earth_s_Processes_Cycles_and_History;1;B;Knowing;MC;4;D;1;Earth_s_continents_are_moving_;0.72288;0.27989;0.35804;0;0;0;0;0;0;0;0;0;1;0;0
S062171;;S08;13;8;S;6;Secured;Yes;Earth_Science;Earth_s_Processes_Cycles_and_History;2;B;Knowing;MC;4;C;1;Mountain_range_at_edge_of_ocean;0.39904;0.55818;0.15339;0;0;0;0;0;0;0;0;0;1;0;0
S062173A;S062173;S10;13A;8;S;6;Secured;Yes;Earth_Science;Earth_s_Processes_Cycles_and_History;3;C;Applying;CR;;;1;Temperature_and_geography_(DERIVED);0.71629;0.31294;0;0;0;0;0;0;0;0;0;0;0;1;0
S062173B;S062173;S10;13B;8;S;6;Secured;Yes;Earth_Science;Earth_s_Processes_Cycles_and_History;3;C;Reasoning;MC;4;A;1;Climate_and_geography;0.88139;1.62176;0.20248;0;0;0;0;0;0;0;0;0;0;0;1
S062175;;S10;12;8;S;6;Secured;Yes;Earth_Science;Earth_s_Resources_Their_Use_and_Conservation;1;B;Reasoning;CR;;;1;Power_plant_geographic_factor;0.78134;0.64091;0;0;0;0;0;0;0;0;0;0;0;0;1
S062177;;S12;9;8;S;6;Secured;Yes;Earth_Science;Earth_s_Processes_Cycles_and_History;1;C;Knowing;MC;4;D;1;Formation_of_oil;0.82278;1.0648;0.2227;0;0;0;0;0;0;0;0;0;1;0;0
S062180;;S14;13;8;S;6;Secured;Yes;Earth_Science;Earth_s_Processes_Cycles_and_History;3;D;Applying;MC;4;A;1;Melting_permafrost;1.27198;0.38575;0.24318;0;0;0;0;0;0;0;0;0;0;1;0
S062186;;S12;10;8;S;6;Secured;Yes;Earth_Science;Earth_s_Structure_and_Physical_Features;2;A;Knowing;MC;4;B;1;Greenhouse_on_Mars;1.59168;1.13323;0.25606;0;0;0;0;0;0;0;0;0;1;0;0
S062190;;S04;13;8;S;6;Secured;Yes;Earth_Science;Earth_s_Resources_Their_Use_and_Conservation;1;B;Applying;MC;4;D;1;Disadvantage_of_solar_energy;0.86916;0.07406;0.14403;0;0;0;0;0;0;0;0;0;0;1;0
S062205;;S04;12;8;S;6;Secured;Yes;Earth_Science;Earth_s_Structure_and_Physical_Features;2;A;Knowing;MC;4;A;1;Gases_in_Earth_s_atmosphere;1.07043;0.77079;0.15005;0;0;0;0;0;0;0;0;0;1;0;0
S062211A;S062211;S12;11A;8;S;6;Secured;Yes;Earth_Science;Earth_s_Processes_Cycles_and_History;3;B;Applying;CR;;;1;Warmest_and_driest_time_of_year;0.7799;0.40121;0;0;0;0;0;0;0;0;0;0;0;1;0
S062211B;S062211;S12;11B;8;S;6;Secured;Yes;Earth_Science;Earth_s_Processes_Cycles_and_History;3;B;Reasoning;CR;;;1;Climate_data_are_wrong;0.84341;2.08393;0;0;0;0;0;0;0;0;0;0;0;0;1
S062225;;S08;4;8;S;6;Secured;Yes;Biology;Diversity_Adaptation_and_Natural_Selection;2;B;Applying;MC;4;A;1;Bone_structure_of_forelimbs;1.20103;1.30736;0.25899;0;1;0;0;0;0;0;0;0;0;0;0
S062233;;S08;11;8;S;6;Secured;Yes;Earth_Science;Earth_s_Resources_Their_Use_and_Conservation;2;B;Knowing;MC;4;B;1;Water_source_for_desalinization;0.95758;0.78267;0.34882;0;0;0;0;0;0;0;0;0;1;0;0
S062235;;S14;12;8;S;6;Secured;Yes;Earth_Science;Earth_s_Resources_Their_Use_and_Conservation;2;A;Knowing;MC;4;A;1;Negative_effects_of_fertilizer;0.75071;0.70667;0.18642;0;0;0;0;0;0;0;0;0;1;0;0
S062242;;S12;15;8;S;6;Secured;Yes;Physics;Electricity_and_Magnetism;2;C;Applying;CR;;;1;Waste_removed_by_electromagnet_(DERIVED);0.75507;-1.19774;0;0;0;0;0;0;0;0;1;0;0;0;0
S062246;;S14;10;8;S;6;Secured;Yes;Chemistry;Composition_of_Matter;2;B;Knowing;MC;4;C;1;True_of_all_neutral_atoms;0.94036;1.18536;0.27906;0;0;0;1;0;0;0;0;0;0;0;0
S062247;;S12;8;8;S;6;Secured;Yes;Chemistry;Properties_of_Matter;4;A;Knowing;MC;4;B;1;Properties_of_baking_soda;1.08247;1.321;0.26356;0;0;0;1;0;0;0;0;0;0;0;0
S062250;;S14;9;8;S;6;Secured;Yes;Chemistry;Properties_of_Matter;1;C;Applying;CR;;;1;Paint_prevents_rust;0.55152;1.13286;0;0;0;0;0;1;0;0;0;0;0;0;0
S062253;;S02;6;8;S;6;Restricted_Use;Yes;Chemistry;Chemical_Change;3;A;Knowing;MC;4;D;1;Chemical_reaction_definition;0.86175;0.85924;0.0944;0;0;0;1;0;0;0;0;0;0;0;0
S062262;;S08;7;8;S;6;Secured;Yes;Physics;Light_and_Sound;2;C;Knowing;MC;4;A;1;Sound_used_by_animals;0.89965;1.06966;0.28571;0;0;0;0;0;0;1;0;0;0;0;0
S062268;;S02;11;8;S;6;Restricted_Use;Yes;Physics;Forces_and_Motion;3;A;Applying;MC;4;A;1;Toy_car_s_distance_over_time;1.0239;-0.28026;0.29582;0;0;0;0;0;0;0;1;0;0;0;0
S062271;;S02;14;8;S;6;Restricted_Use;Yes;Earth_Science;Earth_in_the_Solar_System_and_the_Universe;1;B;Applying;MC;4;C;1;Solar_system_changing_seasons;0.77324;0.9911;0.28974;0;0;0;0;0;0;0;0;0;0;1;0
S062275;;S08;3;8;S;6;Secured;Yes;Chemistry;Properties_of_Matter;3;A;Applying;CR;;;1;Separate_oil_and_water;0.91621;0.70305;0;0;0;0;0;1;0;0;0;0;0;0;0
S062276;;S04;10;8;S;6;Secured;Yes;Chemistry;Chemical_Change;1;B;Applying;CR;;;1;Iron_object_changes_color;0.6926;0.91885;0;0;0;0;0;1;0;0;0;0;0;0;0
S062279;;S12;1;8;S;6;Secured;Yes;Biology;Human_Health;2;B;Knowing;MC;4;A;1;Healthy_and_balanced_meal;1.21493;0.23797;0.18691;1;0;0;0;0;0;0;0;0;0;0;0
S062284;;S10;3;8;S;6;Secured;Yes;Biology;Life_Cycles_Reproduction_and_Heredity;2;B;Knowing;MC;4;B;1;Hair_color_of_young_rabbits;0.39855;0.39039;0.16162;1;0;0;0;0;0;0;0;0;0;0;0
